database,clients,duration_sec,read_ratio,total_operations,reads,writes,errors,qps,p50_ms,p95_ms
cognodb,10,30.045416200000002,0.8,12901,10310,2591,0,429.3833014035598,21.498399999998696,39.6131000000004
