query,node_id,latency_ms
point_lookup,2840,52.48450000000005
point_lookup,8910,51.91630000000003
point_lookup,17989,49.72539999999981
point_lookup,19815,63.94929999999999
point_lookup,1150,57.75749999999991
point_lookup,478,49.36199999999991
point_lookup,13834,62.35020000000002
point_lookup,11493,64.55219999999984
point_lookup,20196,58.20840000000005
point_lookup,12092,54.011400000000044
point_lookup,21714,56.41839999999987
point_lookup,3333,59.501800000000046
point_lookup,17023,58.40040000000002
point_lookup,477,52.83349999999998
point_lookup,13923,56.169399999999925
point_lookup,4230,58.21760000000009
point_lookup,20513,53.629800000000174
point_lookup,2909,51.26739999999997
point_lookup,10036,51.56089999999969
point_lookup,1563,54.16010000000027
point_lookup,14673,49.07040000000018
point_lookup,1537,51.91219999999986
point_lookup,4816,59.90289999999998
point_lookup,2298,53.10450000000033
point_lookup,11569,51.48400000000031
point_lookup,2648,52.12909999999971
point_lookup,14303,55.53790000000003
point_lookup,1695,59.552800000000076
point_lookup,21499,61.02849999999993
point_lookup,21318,51.6087999999999
point_lookup,12779,52.72940000000004
point_lookup,12265,51.90009999999967
point_lookup,4564,51.691500000000005
point_lookup,1246,58.597900000000095
point_lookup,12573,63.23120000000016
point_lookup,1731,55.74069999999986
point_lookup,4557,56.80600000000035
point_lookup,9916,49.909100000000265
point_lookup,18681,55.7894000000001
point_lookup,19282,56.50939999999993
point_lookup,6232,51.34519999999965
point_lookup,3970,57.338600000000014
point_lookup,19695,53.97319999999972
point_lookup,10756,58.19960000000002
point_lookup,16946,49.626700000000135
point_lookup,11686,53.226
point_lookup,5388,52.64859999999993
point_lookup,2711,52.48880000000034
point_lookup,11969,49.92660000000004
point_lookup,14681,51.72489999999996
point_lookup,3531,49.445799999999984
point_lookup,17447,52.91330000000016
point_lookup,14587,52.26010000000025
point_lookup,7417,52.163299999999694
point_lookup,12002,49.492700000000056
point_lookup,9992,53.69949999999957
point_lookup,4553,53.180900000000086
point_lookup,2125,48.46590000000006
point_lookup,14361,48.39389999999977
point_lookup,9508,52.70170000000007
point_lookup,16172,53.21009999999937
point_lookup,10495,52.451199999999254
point_lookup,5368,50.24909999999938
point_lookup,21369,53.45230000000001
point_lookup,3143,57.30790000000052
point_lookup,12524,48.83599999999966
point_lookup,21046,52.241900000000285
point_lookup,8829,51.545199999999625
point_lookup,13418,53.06930000000065
point_lookup,5499,53.3279999999996
point_lookup,10899,49.97190000000007
point_lookup,20391,51.7354000000001
point_lookup,10108,53.14450000000015
point_lookup,13117,52.03939999999996
point_lookup,16325,51.59070000000021
point_lookup,7407,53.048599999999446
point_lookup,12026,51.0313
point_lookup,13984,49.598899999999446
point_lookup,17362,49.52579999999962
point_lookup,12168,52.72440000000067
