average,minimum,maximum,median,p95
11.639914999999968,10.071599999999847,13.210900000000693,11.610250000000377,12.742705000000187
10.449407000000017,7.706500000000283,16.608100000000018,10.285249999999468,13.156590000000357
9.617235000000015,8.187900000000246,12.55340000000027,9.517999999999692,11.567274999999677
9.351456000000018,7.148299999999884,36.89460000000011,8.4727,12.520995000000037
10.469634999999975,8.005499999999444,14.457199999999835,10.322700000000129,12.929809999999932
