average,minimum,maximum,median,p95
6.993664999608882,4.115799994906411,13.588700006948784,6.59545001690276,10.271374993317295
2.9815089990734123,2.1129999950062484,5.271000001812354,2.7528000064194202,4.455314998631366
3.1674109993036836,2.071700000669807,5.408500001067296,2.969900000607595,4.7892950067762285
3.2660939992638305,2.481400006217882,5.379000009270385,3.110949997790158,4.599679996317718
3.324537001317367,2.4517999845556915,4.7762999893166125,3.2207499898504466,4.484349998529069
