query,node_id,latency_ms
point_lookup,19874,76.827900018543
point_lookup,13407,79.91359999869019
point_lookup,8508,70.62079999013804
point_lookup,12249,65.64039998920634
point_lookup,2335,60.583299986319616
point_lookup,2274,60.43300000601448
point_lookup,11896,60.535899974638596
point_lookup,5972,57.294600002933294
point_lookup,4582,54.98640000587329
point_lookup,14016,52.58260000846349
point_lookup,19310,55.56160002015531
point_lookup,17403,60.30680000549182
point_lookup,7434,56.64500000420958
point_lookup,8766,59.87190001178533
point_lookup,4261,57.68970001372509
point_lookup,8446,55.34559997613542
point_lookup,1590,57.2221000038553
point_lookup,4905,54.52720000175759
point_lookup,89,56.337400019401684
point_lookup,5488,55.34089999855496
point_lookup,19929,57.466199999907985
point_lookup,5439,54.04600000474602
point_lookup,1669,56.6975999972783
point_lookup,11067,55.257799976971
point_lookup,13341,52.79410001821816
point_lookup,390,56.17630001506768
point_lookup,4796,57.361199986189604
point_lookup,796,52.21960000926629
point_lookup,9397,52.353399980347604
point_lookup,4977,55.21019999287091
point_lookup,8074,56.2078999937512
point_lookup,10114,53.1135999772232
point_lookup,15841,52.099799999268726
point_lookup,6969,50.253800000064075
point_lookup,12072,54.65240002376959
point_lookup,10771,51.501399982953444
point_lookup,17629,55.85529998643324
point_lookup,10834,48.920200002612546
point_lookup,5561,49.20239999773912
point_lookup,10623,51.61590001080185
point_lookup,19516,53.18359998636879
point_lookup,14706,54.561100027058274
point_lookup,19025,53.42979999841191
point_lookup,7521,56.28720001550391
point_lookup,3694,53.60889999428764
point_lookup,18485,56.432200013659894
point_lookup,15539,53.7598000082653
point_lookup,15285,53.32770000677556
point_lookup,10096,51.01729999296367
point_lookup,2559,57.383100007427856
point_lookup,13172,60.2913000038825
point_lookup,11178,60.57939998572692
point_lookup,18761,57.87119999877177
point_lookup,9981,57.33239999972284
point_lookup,15718,55.617200006963685
point_lookup,18264,57.21339999581687
point_lookup,12502,54.82520000077784
point_lookup,11820,64.67210000846535
point_lookup,8038,53.446500009158626
point_lookup,18463,52.61310000787489
point_lookup,19287,51.73440001090057
point_lookup,15981,51.84279999230057
point_lookup,13028,53.47819998860359
point_lookup,20934,51.329500012798235
point_lookup,16830,52.139800012810156
point_lookup,19816,50.0426999933552
point_lookup,11784,53.519300010520965
point_lookup,21927,50.01939999056049
point_lookup,7809,54.52160001732409
point_lookup,2838,50.19919999176636
point_lookup,17446,50.890699989395216
point_lookup,13073,57.82559997169301
point_lookup,1827,59.14080000366084
point_lookup,21487,54.44479998550378
point_lookup,3077,58.95040000905283
point_lookup,2766,56.68459998560138
point_lookup,14435,56.72479997156188
point_lookup,18653,58.56070001027547
point_lookup,18091,56.54689998482354
point_lookup,6053,57.57659999653697
point_lookup,20219,54.246699990471825
point_lookup,573,53.51310002151877
point_lookup,18255,55.67460000747815
point_lookup,8681,53.18540000007488
point_lookup,5188,51.96859998977743
point_lookup,14154,57.11439999868162
point_lookup,16146,58.26310001430102
point_lookup,4462,62.57740000728518
point_lookup,8605,62.53009999636561
point_lookup,1281,52.61879999306984
point_lookup,5155,53.660100005799904
point_lookup,16471,59.820299997227266
point_lookup,12122,57.52219998976216
point_lookup,11681,61.570399993797764
point_lookup,1454,53.73010001494549
point_lookup,17412,58.14269999973476
point_lookup,21703,58.9752999949269
point_lookup,13507,53.66490001324564
point_lookup,19723,54.03670002124272
point_lookup,2630,51.04849999770522
one_hop,19874,49.63799999677576
one_hop,13407,46.39360000146553
one_hop,8508,48.82749999524094
one_hop,12249,46.49829998379573
one_hop,2335,47.12730000028387
one_hop,2274,47.95710000325926
one_hop,11896,44.21890000230633
one_hop,5972,44.5264000154566
one_hop,4582,47.5981000054162
