database,clients,duration_sec,read_ratio,total_operations,reads,writes,errors,qps,p50_ms,p95_ms
neo4j,10,30.073778200000003,0.8,12096,9687,2409,0,402.2108535734296,20.53770000000199,47.80939999999845
